18        ; Number of general header lines after this line
v1.0      ; TOLNet standardized format version for profile data
15        ; Number of profiles in this file
14        ; Number of data columns for all profiles
ALT, m, Altitude above sea level (center of sampling bin)                 ; Column 1
O3ND, molec.m-3, Ozone number density (measured)                          ; Column 2
O3NDUncert, molec.m-3, Ozone number density combined standard uncertainty ; Column 3
O3NDResol, m, Ozone number density standardized vertical resolution ; Column 4
Precision, %, Measurement precision                                       ; Column 5
ChRange, #, Channel range (1.0 to N.0, nearest-field to farthest-field)   ; Column 6
O3MR, ppbv, Ozone mixing ratio (derived)                                  ; Column 7
O3MRUncert, ppbv, Ozone mixing ratio combined standard uncertainty        ; Column 8
Press, hPa, Air pressure used to derive ozone mixing ratio                ; Column 9
PressUncert, hPa, Air pressure standard uncertainty                       ; Column 10
Temp, K, Air temperature used to derive ozone mixing ratio                ; Column 11
TempUncert, K, air temperature ratio standard uncertainty                 ; Column 12
AirND, molec.m-3, air number density used to derive ozone mixing ratio    ; Column 13
AirNDUncert, molec.m-3, Air number density standard uncertainty           ; Column 14
-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999 ; Missing data values
5                                                           ; Number of general comments lines
NASA LaRC Mobile Ozone Lidar                                ; INSTRUMENT NAME
REDACTED REDACTED, NASA LaRC, REDACTED@REDACTED.COM         ; PI AND CONTACT INFO
JPL-TTM                                                     ; SITE NAME
-117.68300, 34.38330, 2285.00                               ; SITE LONGITUDE, LATITUDE, ELEVATION (degE, degN, m) 
R0                                                          ; DATA REVISION # (if value >0 then provide text below)
#BEGIN PROFILE ;-------------------------------------------------------------------------------------------
13                                      ; Number of data header lines
667                                     ; NUMBER OF DATA LINES IN THIS PROFILE
2017-05-05, 19:37:29                    ; DATA PROCESSING DATE, TIME
LMOLparallel, O3 DIAL, 2016 Oct 17, (Contact G. Redacted Redacted.P.Redacted@Redacted.com); DATA PROCESSING VERSION
NOMINAL                                 ; RESULTS QUALITY (NOMINAL, FAIR, POOR)
2016-08-16, 19:31:50                    ; PROFILE DATE, TIME (UT) START
2016-08-16, 19:41:50                    ; PROFILE DATE, TIME (UT) END
2016-08-16, 19:36:50                    ; PROFILE DATE, TIME (UT) MEAN
Standard atmosphere monthly averaged number densities; SOURCE OF A PRIORI Press, Temp, AirND USED TO DERIVE OZONE MIXING RATIO
2017-05-05, 19:37:29                    ; SOURCE DATE, TIME (UT)
-117.68300, 34.38330, 2285.00           ; SOURCE LONGITUDE, LATITUDE, ELEVATION (degE, degN, m)
Please check the README file for additional comments and external data acknowledgement.; OPERATOR COMMENTS
Contact Operator for further detail on processing and data quality.; OPERATOR COMMENTS
ALT, O3ND, O3NDUncert, O3NDResol, Precision, ChRange, O3MR, O3MRUncert, Press, PressUncert, Temp, TempUncert, AirND, AirNDUncert ; Data variables short names for easy visual identification of data columns (separated by commas)
3507.5, 1.502e+18, 7.588e+16, 90.0, 0.99, 3.00, 87.70, 4.43, 6.741e+02, 3.370e+01, 2.850e+02, 1.425e+01, 1.713e+25, 8.565e+23,
3522.5, 1.501e+18, 7.588e+16, 90.0, 1.02, 3.00, 87.76, 4.44, 6.729e+02, 3.364e+01, 2.849e+02, 1.424e+01, 1.710e+25, 8.552e+23,
3537.5, 1.515e+18, 7.631e+16, 90.0, 1.03, 3.00, 88.71, 4.47, 6.717e+02, 3.358e+01, 2.848e+02, 1.424e+01, 1.708e+25, 8.539e+23,
3552.5, 1.525e+18, 7.652e+16, 92.1, 1.02, 3.00, 89.40, 4.49, 6.705e+02, 3.352e+01, 2.847e+02, 1.423e+01, 1.705e+25, 8.527e+23,
3567.5, 1.527e+18, 7.643e+16, 96.4, 0.98, 3.00, 89.69, 4.49, 6.693e+02, 3.346e+01, 2.846e+02, 1.423e+01, 1.703e+25, 8.514e+23,
3582.5, 1.527e+18, 7.625e+16, 100.7, 0.93, 3.00, 89.79, 4.49, 6.681e+02, 3.340e+01, 2.845e+02, 1.423e+01, 1.700e+25, 8.502e+23,
3597.5, 1.536e+18, 7.655e+16, 100.7, 0.95, 3.00, 90.49, 4.51, 6.669e+02, 3.334e+01, 2.844e+02, 1.422e+01, 1.698e+25, 8.489e+23,
3612.5, 1.552e+18, 7.703e+16, 100.7, 0.96, 3.00, 91.55, 4.55, 6.657e+02, 3.329e+01, 2.843e+02, 1.422e+01, 1.695e+25, 8.477e+23,
3627.5, 1.550e+18, 7.699e+16, 100.7, 0.99, 3.00, 91.55, 4.55, 6.645e+02, 3.323e+01, 2.842e+02, 1.421e+01, 1.693e+25, 8.464e+23,
3642.5, 1.540e+18, 7.674e+16, 100.7, 1.02, 3.00, 91.10, 4.54, 6.633e+02, 3.317e+01, 2.842e+02, 1.421e+01, 1.690e+25, 8.451e+23,
3657.5, 1.541e+18, 7.680e+16, 100.7, 1.04, 3.00, 91.29, 4.55, 6.621e+02, 3.311e+01, 2.841e+02, 1.420e+01, 1.688e+25, 8.439e+23,
3672.5, 1.562e+18, 7.737e+16, 102.9, 1.02, 3.00, 92.70, 4.59, 6.609e+02, 3.305e+01, 2.840e+02, 1.420e+01, 1.685e+25, 8.426e+23,
3687.5, 1.571e+18, 7.747e+16, 107.1, 0.98, 3.00, 93.36, 4.61, 6.597e+02, 3.299e+01, 2.839e+02, 1.419e+01, 1.683e+25, 8.414e+23,
3702.5, 1.563e+18, 7.708e+16, 111.4, 0.95, 3.00, 93.03, 4.59, 6.585e+02, 3.293e+01, 2.838e+02, 1.419e+01, 1.680e+25, 8.401e+23,
3717.5, 1.554e+18, 7.685e+16, 111.4, 0.98, 3.00, 92.64, 4.58, 6.573e+02, 3.287e+01, 2.837e+02, 1.419e+01, 1.678e+25, 8.388e+23,
3732.5, 1.549e+18, 7.674e+16, 111.4, 1.01, 3.00, 92.50, 4.58, 6.562e+02, 3.281e+01, 2.836e+02, 1.418e+01, 1.675e+25, 8.376e+23,
3747.5, 1.548e+18, 7.674e+16, 111.4, 1.03, 3.00, 92.55, 4.59, 6.550e+02, 3.275e+01, 2.835e+02, 1.418e+01, 1.673e+25, 8.363e+23,
3762.5, 1.537e+18, 7.628e+16, 115.6, 1.01, 3.00, 92.01, 4.57, 6.538e+02, 3.269e+01, 2.834e+02, 1.417e+01, 1.670e+25, 8.351e+23,
3777.5, 1.518e+18, 7.558e+16, 119.8, 0.99, 3.00, 91.01, 4.54, 6.526e+02, 3.263e+01, 2.834e+02, 1.417e+01, 1.668e+25, 8.338e+23,
3792.5, 1.505e+18, 7.517e+16, 121.9, 1.00, 3.00, 90.41, 4.52, 6.514e+02, 3.257e+01, 2.833e+02, 1.416e+01, 1.665e+25, 8.326e+23,
3807.5, 1.505e+18, 7.518e+16, 121.9, 1.02, 3.00, 90.50, 4.52, 6.502e+02, 3.251e+01, 2.832e+02, 1.416e+01, 1.663e+25, 8.313e+23,
3822.5, 1.512e+18, 7.543e+16, 121.9, 1.04, 3.00, 91.09, 4.55, 6.490e+02, 3.245e+01, 2.831e+02, 1.415e+01, 1.660e+25, 8.300e+23,
3837.5, 1.512e+18, 7.529e+16, 126.1, 1.01, 3.00, 91.20, 4.55, 6.478e+02, 3.239e+01, 2.830e+02, 1.415e+01, 1.658e+25, 8.288e+23,
3852.5, 1.505e+18, 7.496e+16, 130.4, 0.99, 3.00, 90.91, 4.53, 6.466e+02, 3.233e+01, 2.829e+02, 1.415e+01, 1.655e+25, 8.275e+23,
3867.5, 1.493e+18, 7.457e+16, 132.5, 1.00, 3.00, 90.33, 4.52, 6.454e+02, 3.227e+01, 2.828e+02, 1.414e+01, 1.653e+25, 8.263e+23,
3882.5, 1.475e+18, 7.401e+16, 134.6, 1.01, 3.00, 89.36, 4.49, 6.442e+02, 3.221e+01, 2.827e+02, 1.414e+01, 1.650e+25, 8.250e+23,
3897.5, 1.460e+18, 7.347e+16, 138.9, 1.00, 3.00, 88.60, 4.46, 6.430e+02, 3.215e+01, 2.826e+02, 1.413e+01, 1.647e+25, 8.237e+23,
3912.5, 1.449e+18, 7.306e+16, 143.2, 0.99, 3.00, 88.07, 4.44, 6.418e+02, 3.209e+01, 2.825e+02, 1.413e+01, 1.645e+25, 8.226e+23,
3927.5, 1.433e+18, 7.262e+16, 143.2, 1.02, 3.00, 87.20, 4.42, 6.407e+02, 3.204e+01, 2.824e+02, 1.412e+01, 1.643e+25, 8.214e+23,
3942.5, 1.416e+18, 7.204e+16, 147.4, 1.01, 3.00, 86.29, 4.39, 6.396e+02, 3.198e+01, 2.823e+02, 1.412e+01, 1.641e+25, 8.203e+23,
3957.5, 1.400e+18, 7.151e+16, 151.6, 1.01, 3.00, 85.47, 4.37, 6.385e+02, 3.192e+01, 2.822e+02, 1.411e+01, 1.638e+25, 8.191e+23,
3972.5, 1.381e+18, 7.093e+16, 153.8, 1.02, 3.00, 84.42, 4.34, 6.373e+02, 3.187e+01, 2.821e+02, 1.411e+01, 1.636e+25, 8.179e+23,
3987.5, 1.370e+18, 7.058e+16, 155.9, 1.03, 3.00, 83.84, 4.32, 6.362e+02, 3.181e+01, 2.820e+02, 1.410e+01, 1.634e+25, 8.168e+23,
4002.5, 1.366e+18, 7.039e+16, 160.1, 1.02, 3.00, 83.73, 4.32, 6.351e+02, 3.176e+01, 2.819e+02, 1.410e+01, 1.631e+25, 8.156e+23,
4017.5, 1.362e+18, 7.020e+16, 164.3, 1.01, 3.00, 83.63, 4.31, 6.340e+02, 3.170e+01, 2.818e+02, 1.409e+01, 1.629e+25, 8.144e+23,
4032.5, 1.353e+18, 6.992e+16, 166.5, 1.02, 3.00, 83.19, 4.30, 6.329e+02, 3.164e+01, 2.817e+02, 1.409e+01, 1.627e+25, 8.133e+23,
4047.5, 1.342e+18, 6.954e+16, 170.7, 1.01, 3.00, 82.63, 4.28, 6.318e+02, 3.159e+01, 2.816e+02, 1.408e+01, 1.624e+25, 8.121e+23,
4062.5, 1.330e+18, 6.913e+16, 175.0, 1.01, 3.00, 82.03, 4.26, 6.306e+02, 3.153e+01, 2.815e+02, 1.408e+01, 1.622e+25, 8.110e+23,
4077.5, 1.322e+18, 6.892e+16, 175.0, 1.04, 3.00, 81.64, 4.26, 6.295e+02, 3.148e+01, 2.814e+02, 1.407e+01, 1.620e+25, 8.098e+23,
4092.5, 1.323e+18, 6.888e+16, 179.3, 1.03, 3.00, 81.81, 4.26, 6.284e+02, 3.142e+01, 2.813e+02, 1.407e+01, 1.617e+25, 8.086e+23,
4107.5, 1.321e+18, 6.875e+16, 183.5, 1.02, 3.00, 81.80, 4.26, 6.273e+02, 3.136e+01, 2.812e+02, 1.406e+01, 1.615e+25, 8.075e+23,
4122.5, 1.315e+18, 6.855e+16, 185.6, 1.03, 3.00, 81.54, 4.25, 6.262e+02, 3.131e+01, 2.811e+02, 1.406e+01, 1.613e+25, 8.063e+23,
4137.5, 1.309e+18, 6.831e+16, 189.8, 1.02, 3.00, 81.27, 4.24, 6.250e+02, 3.125e+01, 2.810e+02, 1.405e+01, 1.610e+25, 8.051e+23,
4152.5, 1.301e+18, 6.805e+16, 194.0, 1.02, 3.00, 80.94, 4.23, 6.239e+02, 3.120e+01, 2.809e+02, 1.405e+01, 1.608e+25, 8.040e+23,
4167.5, 1.301e+18, 6.801e+16, 196.2, 1.03, 3.00, 81.03, 4.24, 6.228e+02, 3.114e+01, 2.808e+02, 1.404e+01, 1.606e+25, 8.028e+23,
4182.5, 1.299e+18, 6.794e+16, 198.3, 1.04, 3.00, 81.04, 4.24, 6.217e+02, 3.108e+01, 2.807e+02, 1.404e+01, 1.603e+25, 8.017e+23,
4197.5, 1.296e+18, 6.780e+16, 202.5, 1.03, 3.00, 80.98, 4.24, 6.206e+02, 3.103e+01, 2.806e+02, 1.403e+01, 1.601e+25, 8.005e+23,
4212.5, 1.296e+18, 6.772e+16, 206.8, 1.02, 3.00, 81.05, 4.24, 6.194e+02, 3.097e+01, 2.805e+02, 1.403e+01, 1.599e+25, 7.993e+23,
4227.5, 1.292e+18, 6.759e+16, 208.9, 1.04, 3.00, 80.92, 4.24, 6.183e+02, 3.092e+01, 2.804e+02, 1.402e+01, 1.596e+25, 7.982e+23,
4242.5, 1.288e+18, 6.743e+16, 213.2, 1.03, 3.00, 80.79, 4.23, 6.172e+02, 3.086e+01, 2.803e+02, 1.402e+01, 1.594e+25, 7.970e+23,
4257.5, 1.287e+18, 6.736e+16, 217.5, 1.03, 3.00, 80.89, 4.23, 6.161e+02, 3.080e+01, 2.802e+02, 1.401e+01, 1.592e+25, 7.958e+23,
4272.5, 1.288e+18, 6.736e+16, 219.6, 1.04, 3.00, 81.06, 4.24, 6.150e+02, 3.075e+01, 2.801e+02, 1.401e+01, 1.589e+25, 7.947e+23,
4287.5, 1.284e+18, 6.718e+16, 223.8, 1.03, 3.00, 80.88, 4.24, 6.139e+02, 3.069e+01, 2.800e+02, 1.400e+01, 1.587e+25, 7.935e+23,
4302.5, 1.276e+18, 6.693e+16, 228.0, 1.04, 3.00, 80.55, 4.23, 6.127e+02, 3.064e+01, 2.799e+02, 1.400e+01, 1.585e+25, 7.924e+23,
4317.5, 1.268e+18, 6.664e+16, 232.2, 1.04, 3.00, 80.11, 4.21, 6.116e+02, 3.058e+01, 2.798e+02, 1.399e+01, 1.582e+25, 7.912e+23,
4332.5, 1.261e+18, 6.641e+16, 236.5, 1.04, 3.00, 79.83, 4.21, 6.105e+02, 3.052e+01, 2.797e+02, 1.399e+01, 1.580e+25, 7.900e+23,
4347.5, 1.254e+18, 6.617e+16, 240.7, 1.04, 3.00, 79.50, 4.20, 6.094e+02, 3.047e+01, 2.796e+02, 1.398e+01, 1.578e+25, 7.889e+23,
4362.5, 1.242e+18, 6.578e+16, 245.0, 1.05, 3.00, 78.82, 4.18, 6.083e+02, 3.041e+01, 2.795e+02, 1.397e+01, 1.575e+25, 7.877e+23,
4377.5, 1.225e+18, 6.520e+16, 253.5, 1.04, 3.00, 77.84, 4.15, 6.071e+02, 3.036e+01, 2.794e+02, 1.397e+01, 1.573e+25, 7.865e+23,
4392.5, 1.212e+18, 6.480e+16, 257.7, 1.05, 3.00, 77.14, 4.13, 6.060e+02, 3.030e+01, 2.793e+02, 1.396e+01, 1.571e+25, 7.854e+23,
4407.5, 1.198e+18, 6.436e+16, 264.1, 1.05, 3.00, 76.38, 4.11, 6.049e+02, 3.025e+01, 2.792e+02, 1.396e+01, 1.568e+25, 7.842e+23,
4422.5, 1.184e+18, 6.390e+16, 270.4, 1.05, 3.00, 75.57, 4.08, 6.038e+02, 3.019e+01, 2.791e+02, 1.395e+01, 1.566e+25, 7.831e+23,
4437.5, 1.165e+18, 6.334e+16, 276.8, 1.05, 3.00, 74.51, 4.05, 6.027e+02, 3.013e+01, 2.790e+02, 1.395e+01, 1.564e+25, 7.819e+23,
4452.5, 1.147e+18, 6.277e+16, 285.3, 1.05, 3.00, 73.47, 4.02, 6.015e+02, 3.008e+01, 2.789e+02, 1.394e+01, 1.561e+25, 7.807e+23,
4467.5, 1.127e+18, 6.217e+16, 291.7, 1.06, 3.00, 72.28, 3.99, 6.004e+02, 3.002e+01, 2.788e+02, 1.394e+01, 1.559e+25, 7.796e+23,
4482.5, 1.102e+18, 6.143e+16, 300.2, 1.06, 3.00, 70.78, 3.95, 5.993e+02, 2.997e+01, 2.787e+02, 1.393e+01, 1.557e+25, 7.784e+23,
4497.5, 1.074e+18, 6.060e+16, 310.7, 1.06, 3.00, 69.09, 3.90, 5.982e+02, 2.991e+01, 2.786e+02, 1.393e+01, 1.555e+25, 7.773e+23,
4512.5, 1.045e+18, 5.976e+16, 321.4, 1.06, 3.00, 67.32, 3.85, 5.971e+02, 2.985e+01, 2.785e+02, 1.392e+01, 1.552e+25, 7.761e+23,
4527.5, 1.014e+18, 5.887e+16, 332.0, 1.06, 3.00, 65.43, 3.80, 5.959e+02, 2.979e+01, 2.784e+02, 1.392e+01, 1.549e+25, 7.747e+23,
4542.5, 9.820e+17, 5.799e+16, 342.6, 1.07, 3.00, 63.48, 3.75, 5.947e+02, 2.973e+01, 2.783e+02, 1.392e+01, 1.547e+25, 7.735e+23,
4557.5, 9.531e+17, 5.718e+16, 355.3, 1.07, 3.00, 61.69, 3.70, 5.937e+02, 2.968e+01, 2.782e+02, 1.391e+01, 1.545e+25, 7.724e+23,
4572.5, 9.238e+17, 5.639e+16, 368.0, 1.07, 3.00, 59.88, 3.66, 5.926e+02, 2.963e+01, 2.781e+02, 1.391e+01, 1.543e+25, 7.713e+23,
4587.5, 8.953e+17, 5.562e+16, 380.8, 1.08, 3.00, 58.12, 3.61, 5.916e+02, 2.958e+01, 2.780e+02, 1.390e+01, 1.541e+25, 7.703e+23,
4602.5, 8.666e+17, 5.487e+16, 393.5, 1.09, 3.00, 56.33, 3.57, 5.905e+02, 2.953e+01, 2.779e+02, 1.389e+01, 1.538e+25, 7.692e+23,
4617.5, 8.405e+17, 5.418e+16, 408.3, 1.09, 3.00, 54.71, 3.53, 5.895e+02, 2.947e+01, 2.778e+02, 1.389e+01, 1.536e+25, 7.681e+23,
4632.5, 8.197e+17, 5.364e+16, 421.1, 1.09, 3.00, 53.43, 3.50, 5.884e+02, 2.942e+01, 2.777e+02, 1.388e+01, 1.534e+25, 7.670e+23,
4647.5, 7.989e+17, 5.311e+16, 433.8, 1.09, 3.00, 52.15, 3.47, 5.874e+02, 2.937e+01, 2.776e+02, 1.388e+01, 1.532e+25, 7.659e+23,
4662.5, 7.759e+17, 5.252e+16, 448.6, 1.10, 3.00, 50.72, 3.43, 5.864e+02, 2.932e+01, 2.775e+02, 1.387e+01, 1.530e+25, 7.649e+23,
4677.5, 7.527e+17, 5.194e+16, 465.6, 1.10, 3.00, 49.27, 3.40, 5.853e+02, 2.927e+01, 2.773e+02, 1.387e+01, 1.528e+25, 7.638e+23,
4692.5, 7.303e+17, 5.140e+16, 480.5, 1.10, 3.00, 47.87, 3.37, 5.843e+02, 2.921e+01, 2.772e+02, 1.386e+01, 1.525e+25, 7.627e+23,
4707.5, 7.096e+17, 5.089e+16, 497.4, 1.10, 3.00, 46.58, 3.34, 5.832e+02, 2.916e+01, 2.771e+02, 1.386e+01, 1.523e+25, 7.616e+23,
4722.5, 6.893e+17, 5.041e+16, 512.3, 1.11, 3.00, 45.31, 3.31, 5.822e+02, 2.911e+01, 2.770e+02, 1.385e+01, 1.521e+25, 7.606e+23,
4737.5, 6.697e+17, 4.995e+16, 529.3, 1.12, 3.00, 44.09, 3.29, 5.811e+02, 2.906e+01, 2.769e+02, 1.385e+01, 1.519e+25, 7.595e+23,
4752.5, 6.507e+17, 4.950e+16, 546.2, 1.12, 3.00, 42.90, 3.26, 5.801e+02, 2.901e+01, 2.768e+02, 1.384e+01, 1.517e+25, 7.584e+23,
4767.5, 6.337e+17, 4.911e+16, 565.3, 1.12, 3.00, 41.84, 3.24, 5.791e+02, 2.895e+01, 2.767e+02, 1.383e+01, 1.515e+25, 7.573e+23,
4782.5, 6.187e+17, 4.876e+16, 582.3, 1.13, 3.00, 40.91, 3.22, 5.780e+02, 2.890e+01, 2.766e+02, 1.383e+01, 1.512e+25, 7.562e+23,
4797.5, 6.045e+17, 4.843e+16, 599.3, 1.13, 3.00, 40.03, 3.21, 5.770e+02, 2.885e+01, 2.765e+02, 1.382e+01, 1.510e+25, 7.552e+23,
4812.5, 5.914e+17, 4.812e+16, 620.5, 1.13, 3.00, 39.21, 3.19, 5.759e+02, 2.880e+01, 2.764e+02, 1.382e+01, 1.508e+25, 7.541e+23,
4827.5, 5.775e+17, 4.780e+16, 637.5, 1.13, 3.00, 38.35, 3.17, 5.749e+02, 2.874e+01, 2.762e+02, 1.381e+01, 1.506e+25, 7.530e+23,
4842.5, 5.647e+17, 4.751e+16, 654.4, 1.14, 3.00, 37.55, 3.16, 5.738e+02, 2.869e+01, 2.761e+02, 1.381e+01, 1.504e+25, 7.519e+23,
4857.5, 5.539e+17, 4.726e+16, 673.5, 1.14, 3.00, 36.88, 3.15, 5.728e+02, 2.864e+01, 2.760e+02, 1.380e+01, 1.502e+25, 7.509e+23,
4872.5, 5.451e+17, 4.704e+16, 694.7, 1.14, 3.00, 36.35, 3.14, 5.718e+02, 2.859e+01, 2.759e+02, 1.380e+01, 1.500e+25, 7.498e+23,
4887.5, 5.374e+17, 4.685e+16, 711.7, 1.14, 3.00, 35.89, 3.13, 5.707e+02, 2.854e+01, 2.758e+02, 1.379e+01, 1.497e+25, 7.487e+23,
4902.5, 5.319e+17, 4.670e+16, 728.7, 1.14, 3.00, 35.57, 3.12, 5.697e+02, 2.848e+01, 2.757e+02, 1.378e+01, 1.495e+25, 7.476e+23,
4917.5, 5.265e+17, 4.656e+16, 743.5, 1.15, 3.00, 35.26, 3.12, 5.686e+02, 2.843e+01, 2.756e+02, 1.378e+01, 1.493e+25, 7.465e+23,
4932.5, 5.201e+17, 4.641e+16, 754.1, 1.15, 3.00, 34.88, 3.11, 5.676e+02, 2.838e+01, 2.755e+02, 1.377e+01, 1.491e+25, 7.455e+23,
4947.5, 5.114e+17, 4.630e+16, 758.4, 1.16, 3.00, 34.35, 3.11, 5.666e+02, 2.833e+01, 2.754e+02, 1.377e+01, 1.489e+25, 7.444e+23,
4962.5, 5.022e+17, 4.630e+16, 758.4, 1.17, 3.00, 33.78, 3.12, 5.655e+02, 2.828e+01, 2.753e+02, 1.376e+01, 1.487e+25, 7.433e+23,
4977.5, 4.938e+17, 4.644e+16, 758.4, 1.17, 3.00, 33.26, 3.13, 5.645e+02, 2.822e+01, 2.751e+02, 1.376e+01, 1.484e+25, 7.422e+23,
4992.5, 4.868e+17, 4.678e+16, 762.6, 1.16, 3.00, 32.84, 3.16, 5.634e+02, 2.817e+01, 2.750e+02, 1.375e+01, 1.482e+25, 7.412e+23,
5007.5, 4.795e+17, 4.719e+16, 766.9, 1.15, 3.00, 32.39, 3.19, 5.624e+02, 2.812e+01, 2.749e+02, 1.375e+01, 1.480e+25, 7.401e+23,
5022.5, 4.728e+17, 4.765e+16, 769.0, 1.15, 3.00, 31.99, 3.22, 5.613e+02, 2.807e+01, 2.748e+02, 1.374e+01, 1.478e+25, 7.390e+23,
5037.5, 4.670e+17, 4.813e+16, 769.0, 1.15, 3.00, 31.64, 3.26, 5.603e+02, 2.801e+01, 2.747e+02, 1.374e+01, 1.476e+25, 7.379e+23,
5052.5, 4.622e+17, 4.866e+16, 769.0, 1.15, 3.00, 31.37, 3.30, 5.593e+02, 2.796e+01, 2.746e+02, 1.373e+01, 1.474e+25, 7.368e+23,
5067.5, 4.574e+17, 4.921e+16, 769.0, 1.16, 3.00, 31.08, 3.34, 5.582e+02, 2.791e+01, 2.745e+02, 1.372e+01, 1.472e+25, 7.358e+23,
5082.5, 4.522e+17, 4.976e+16, 769.0, 1.16, 3.00, 30.78, 3.39, 5.572e+02, 2.786e+01, 2.744e+02, 1.372e+01, 1.469e+25, 7.347e+23,
5097.5, 4.474e+17, 5.032e+16, 769.0, 1.17, 3.00, 30.49, 3.43, 5.561e+02, 2.781e+01, 2.743e+02, 1.371e+01, 1.467e+25, 7.336e+23,
5112.5, 4.428e+17, 5.088e+16, 769.0, 1.18, 3.00, 30.22, 3.47, 5.551e+02, 2.775e+01, 2.741e+02, 1.371e+01, 1.465e+25, 7.325e+23,
5127.5, 4.393e+17, 5.144e+16, 769.0, 1.19, 3.00, 30.03, 3.52, 5.540e+02, 2.770e+01, 2.740e+02, 1.370e+01, 1.463e+25, 7.315e+23,
5142.5, 4.367e+17, 5.195e+16, 773.2, 1.18, 3.00, 29.89, 3.56, 5.530e+02, 2.765e+01, 2.739e+02, 1.370e+01, 1.461e+25, 7.304e+23,
5157.5, 4.339e+17, 5.243e+16, 777.4, 1.17, 3.00, 29.74, 3.59, 5.520e+02, 2.760e+01, 2.738e+02, 1.369e+01, 1.459e+25, 7.293e+23,
5172.5, 4.312e+17, 5.288e+16, 779.6, 1.18, 3.00, 29.61, 3.63, 5.509e+02, 2.755e+01, 2.737e+02, 1.369e+01, 1.456e+25, 7.282e+23,
5187.5, 4.284e+17, 5.330e+16, 779.6, 1.19, 3.00, 29.45, 3.67, 5.499e+02, 2.749e+01, 2.736e+02, 1.368e+01, 1.454e+25, 7.271e+23,
5202.5, 4.263e+17, 5.362e+16, 783.8, 1.19, 3.00, 29.36, 3.69, 5.488e+02, 2.744e+01, 2.735e+02, 1.367e+01, 1.452e+25, 7.261e+23,
5217.5, 4.260e+17, 5.392e+16, 788.1, 1.18, 3.00, 29.38, 3.72, 5.478e+02, 2.739e+01, 2.734e+02, 1.367e+01, 1.450e+25, 7.250e+23,
5232.5, 4.257e+17, 5.420e+16, 790.2, 1.18, 3.00, 29.40, 3.74, 5.467e+02, 2.734e+01, 2.733e+02, 1.366e+01, 1.448e+25, 7.239e+23,
5247.5, 4.257e+17, 5.443e+16, 792.3, 1.18, 3.00, 29.44, 3.77, 5.457e+02, 2.729e+01, 2.732e+02, 1.366e+01, 1.446e+25, 7.228e+23,
5262.5, 4.248e+17, 5.454e+16, 796.6, 1.18, 3.00, 29.43, 3.78, 5.447e+02, 2.723e+01, 2.730e+02, 1.365e+01, 1.444e+25, 7.218e+23,
5277.5, 4.245e+17, 5.462e+16, 800.8, 1.18, 3.00, 29.45, 3.79, 5.436e+02, 2.718e+01, 2.729e+02, 1.365e+01, 1.441e+25, 7.207e+23,
5292.5, 4.233e+17, 5.461e+16, 805.0, 1.19, 4.00, 29.41, 3.79, 5.426e+02, 2.713e+01, 2.728e+02, 1.364e+01, 1.439e+25, 7.196e+23,
5307.5, 4.219e+17, 5.450e+16, 811.4, 1.19, 4.00, 29.36, 3.79, 5.415e+02, 2.708e+01, 2.727e+02, 1.364e+01, 1.437e+25, 7.185e+23,
5322.5, 4.208e+17, 5.434e+16, 817.8, 1.19, 4.00, 29.32, 3.79, 5.405e+02, 2.702e+01, 2.726e+02, 1.363e+01, 1.435e+25, 7.174e+23,
5337.5, 4.198e+17, 5.407e+16, 826.3, 1.18, 4.00, 29.30, 3.77, 5.395e+02, 2.697e+01, 2.725e+02, 1.362e+01, 1.433e+25, 7.164e+23,
5352.5, 4.192e+17, 5.383e+16, 832.6, 1.18, 4.00, 29.30, 3.76, 5.384e+02, 2.692e+01, 2.724e+02, 1.362e+01, 1.431e+25, 7.153e+23,
5367.5, 4.190e+17, 5.356e+16, 839.0, 1.18, 4.00, 29.33, 3.75, 5.374e+02, 2.687e+01, 2.723e+02, 1.361e+01, 1.428e+25, 7.142e+23,
5382.5, 4.195e+17, 5.327e+16, 845.3, 1.18, 4.00, 29.42, 3.74, 5.363e+02, 2.682e+01, 2.722e+02, 1.361e+01, 1.426e+25, 7.131e+23,
5397.5, 4.208e+17, 5.302e+16, 849.6, 1.18, 4.00, 29.55, 3.72, 5.353e+02, 2.676e+01, 2.721e+02, 1.360e+01, 1.424e+25, 7.121e+23,
5412.5, 4.226e+17, 5.269e+16, 855.9, 1.18, 4.00, 29.72, 3.71, 5.342e+02, 2.671e+01, 2.719e+02, 1.360e+01, 1.422e+25, 7.110e+23,
5427.5, 4.246e+17, 5.240e+16, 860.2, 1.18, 4.00, 29.91, 3.69, 5.332e+02, 2.666e+01, 2.718e+02, 1.359e+01, 1.420e+25, 7.099e+23,
5442.5, 4.252e+17, 5.201e+16, 866.6, 1.18, 4.00, 30.00, 3.67, 5.321e+02, 2.661e+01, 2.718e+02, 1.359e+01, 1.417e+25, 7.087e+23,
5457.5, 4.252e+17, 5.165e+16, 870.8, 1.18, 4.00, 30.04, 3.65, 5.312e+02, 2.656e+01, 2.717e+02, 1.358e+01, 1.415e+25, 7.077e+23,
5472.5, 4.244e+17, 5.116e+16, 879.3, 1.18, 4.00, 30.03, 3.62, 5.302e+02, 2.651e+01, 2.716e+02, 1.358e+01, 1.413e+25, 7.066e+23,
